Subcorpus	Filename	Year data collection	Placement test score (raw)	Placement test score (%)	Proficiency	Sex	Age	School/University/Institution	Major	Year at university/school	L1	Father's native language	Mother's native language	Languages spoken at home	Age of exposure to English	Years studying English	Stay abroad in English speaking country (>= 1 month)	Stay abroad (where)	Stay abroad (when)	Stay abroad (months)	Language certificates (type and level)	Proficiency (self-assessment) speaking	Proficiency (self-assessment) listening	Proficiency (self-assessment) reading	Proficiency (self-assessment) writing	Proficiency (self-assessment)	Additional foreign language(s)	Proficiency (self-assessment) in additional language speaking	Proficiency (self-assessment) in additional language listening	Proficiency (self-assessment) in additional language reading	Proficiency (self-assessment) in additional language writing	Medium	Task number	Task title	Writing/audio details	Minutes taken to complete the task	Where the task was done	Resources used	Text	Original text
Learners	DE_WR_C2_21_9_13_MB	2016	57 / 60	95	C2 (upper advanced)	Male	21	Bremen	BA English Speaking Cultures, Teacher Training: English, Spanish	1st year undergraduate	German	German	German	German	11	9	No	""	""	0	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	Mark had spent the whole day playing and running around in the fields with his dog. At some point they had encountered a frog and managed to capture him in a large jar. Now it was getting dark and Mark sat in his room, contemplating the frog with curiosity. Soon he became tired and went to sleep. However, when he woke up the next morning, the jar was empty. Left unguarded, the frog had managed to escape at night. Mark was sad that the frog had abandoned him, since he only wanted to become friends with him. So, in order to find his friend, Mark and the dog went back out into the fields and started calling out to the frog. They looked in the fields, and in the forest. Finally, and near desperation, Mark climbed onto a huge rock and once more shouted for the frog. He did not receive an answer, but suddenly a deer broke through the trees and pushed both Mark and the dog off a cliff. Screaming, they fell into a pond, wwhich they had overseen before. As both were good swimmers they managed to climb out of the water without difficulties. While they were catching their breath, Mark suddenly caught sight of the very frog they had been looking for all the way. And he wasn't alone: Mark realised that the frog he had captured so selflessly had, in fact, a family. When he realised this, Mark decided it was better to leave the frogs in the forest, where they belonged. He waved goodbye and, along with the dog, started the journey back home.	
Learners	DE_SP_C2_23_12_13_NH	2016	57 / 60	95	C2 (upper advanced)	Female	23	Bremen	BA 2 subjects: Linguistics, English	1st year undergraduate	German	Polish	Polish	German	10	12	Yes	Great Britain	""	11	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	French, Spanish, Polish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day little Timmy and his dog found a frog in the woods and put him into a glass after that they went to sleep and during the night the frog escaped the next morning both woke up and were shocked when they saw that the frog was gone they went outside and l= looked for him shouting and screaming frog where are you though then they went into the woods looking everywhere behind trees behind bushes and little Timmy / uh even climbed on a little hill to look for the frog / unfortunately behind the hill there was a deer and the deer spiked hhh Timmy onto his  wounds and threw him off the hill together with the littlle dog both Timmy and the dog fell into a stream or a little sea uh fortunately both could be saved by means of a piece of wood in the water after they climbed over the little piece of wood they saw the frog and his family safely secured near the sea they said good by / and promised to see each other again / the end.	
Learners	DE_WR_C2_23_12_13_NH	2016	57 / 60	95	C2 (upper advanced)	Female	23	Bremen	BA 2 subjects: Linguistics, English	1st year undergraduate	German	Polish	Polish	German	10	12	Yes	Great Britain	""	11	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	French, Spanish, Polish	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	Once upon a time, little Timmy and his beloved dog Sparky found a frosh in the woods and kept him in a glass in Timmy's bedroom. It so happened that the frosh escape while Timmy and Sparky were sleeping. The next morning, when the two realised that the frog was gone, they went outside and searched for the lost friend. In the woods, the looked everywhere: in trees, bushes and on rocks. Suddently, while Timmy hold on to what he believed to be branches of a tree, he was lifted up in the air. And the branched turned out to be a deers antlers. The angry deer being disturbed in his daily nap, trusted the boy and his dog down the hill behind the rock. Luckily, there was a little river. Timmy and Sparky managed to climb on a piece of wood close to the shore. Safely arrived on the top of the tree stem they looked around. And alas, there was their frog which had escaped. It sat there camly in company of his family. Yet, Timmy and Sparky were delighted to have found the forg, they agreed that it would be wise to leave it with its family. They said their goodbyes and promised to visit soon. Thus, the two adventureres returned home from their eventful day.The end.	
Learners	DE_SP_C2_24_11_13_LH	2016	57 / 60	95	C2 (upper advanced)	Female	24	Bremen	BA English Speaking Cultures, Teacher Training: ESC, Art&Media, Aesthetics	1st year undergraduate	German	German	German	German	10	11	Yes	New Zealand	""	6	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish, Latin	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Once upon a time a little boy found a frog together with his dog he was very interested in it and watched it while while he placed it in a glass jar during the night the frog escaped and when the boy woke up in the morning together with his dog he was astonished to find that the frog had vanished and was very upset he began to search for the frog he went out to the forest and journeyed he climbed up onto a tree onto a boulder / and found himselfs in a tree / suddenly a deer appeared and he fell off a small (.) cliff he fell into the water into a small pond got out and when he / went over a fallen tree he actually found the frog and his family / he saw the frog took his into his hands and waved the frog family good-by saying good-by forever because he thought that he would be much happier with his family.	
Learners	DE_WR_C2_24_11_13_LH	2016	57 / 60	95	C2 (upper advanced)	Female	24	Bremen	BA English Speaking Cultures, Teacher Training: ESC, Art&Media, Aesthetics	1st year undergraduate	German	German	German	German	10	11	Yes	New Zealand	""	6	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish, Latin	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	Once upon a time there was a selfish little boy with a big interest in animals. He loved animals, he loved watching them and playing with them and he loved to keep them all to himself. His oldest companion, a dog named Woof, followed him everywhere he could and helped his master to sniff out new animals. <br/>  One day the boy and his dog found a little frog, took him carelessly with them and forced the poor thing into a glass-jar to be oggled at. In the night, as the boy and his dog were sleeping, the poor frog made a desperate attempt to flee. He used his long legs to move the lid of the glass jar and escaped promptly. <br/>  When the boy woke up the next morning he was astonished to find that his prisoner had escaped. Together with his dog he began to search for desperately, not willing to grant the frog its freedom. He searched far and wide, when he couldn't find him close, he went to the edge of the forest, when he could not find him there, he made his way into the forest. He looked into treetrunks, getting more and more frustrated as he couldn't find the little frog. The dog too looked feverously for it, but couldn't find it either. The boy grew angry and went as far as to climb on a small boulder, hoping to get a better view. He shouted and raged so loud, that even his loyal companion Woof ducked closer to the ground. <br/>  But the boy made a mistake there. A young stag, having heard the raging child and knowing about his callous nature, attacked the boy and tried to attack him to make him leave the forest. The boy and his dog startled and fell into a small pond. As they made their way out of the water and climbed over a fallen treetrunk, they say the frog family desperatly hiding behind it. <br/>  Smiling to himself he reached for the little frog, took him into his hands and waved mockingly at the little frog's upset family, which would never see their son and brother again. <br/>  And so the selfish little boy would continue to steal wild animals from their family and home for his amusement, never truly knowing the pain he caused.	
Learners	DE_SP_C2_25_16_13_JB	2016	57 / 60	95	C2 (upper advanced)	Female	25	Bremen	Teacher Training: English Speaking Cultures, German Studies	1st year undergraduate	German	German	German	German	9	16	No	""	""	0	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Chinese, French, Japanese	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day Timmy his dog / Speedo and the frog in the glass who is there for some reason had a big adventure uh first of course Timmy and the dog had to relax whith it which meant sleeping in their case which the frog used to escape / uh when Timmy woke up again he realized that the frog was gone and he was wondering where it went Speedo mostly thought about food but then again that‘s what Speedo does so they went outside to search for the frog / they found some bees which is not exactly frogs but at this point in time that pretty much take everything / or anything for that matter / but as the bees turned out not to be frogs they kept on searching / Timmy climbed up some rocks in search of the frog / there were some very peculiar branches behind the rock which turned out to be a bock hhh so Timmy ended up on top of that big big animal because apparently Timmy never learned about wildlife and how dangerous this is / the bock not being overly impressed with Timmy's xxx threw him into a pond / Timmy and the dog Speedo who for some reason fell into the lake with him hhh landed./ well in the pond / but they managed to find an old tree branch that was floating around and they managed to get on land again / once they were back on solid ground they met with the frog again who was just searching for his family as it turned out / and Timmy realized that he had kept a wild animal in captivity far away from its family so he decided to let them be and not kidnap the frog again so they went hhh back home.	
Learners	DE_WR_C2_25_16_13_JB	2016	57 / 60	95	C2 (upper advanced)	Female	25	Bremen	Teacher Training: English Speaking Cultures, German Studies	1st year undergraduate	German	German	German	German	9	16	No	""	""	0	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Chinese, French, Japanese	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	Written	13	13. Frog	written_online	""	Inside classroom	""	Once upon a time there was a boy named Timm. Timmy had a dog, called Spido. Timmy and Spido were great friends. Timmy also had a frog, that he kept in a jar by his bed. One night as Timmy lay sleeping the frog escaped. When Timmy and Speedo discovered the empty jar in the morning they went on an adventure in the woods to find the frog. They walked over meadows and crawled up each rock searching for the frog. Timmy had crawled up a rock to call for the frog, when suddenly the branches in front of him moved. It was the antlers of a huge stag! The stag picked up Timmy with his antlers and threw him into a pond. Spido fell in along with Timmy trying to catch him. They landed in the pond. Thankfully, it was not al that deep of a pond so they swam to the shore and climbed up an old tree trunk to get out. When they climbed up the tree trunk, Imagine what they saw? It was the frog, surrounded by his little frog family. Timmy realised, that the frog would be much happier living with his family, so he left him by the pond. Timmy and Spido waved the frogs goodbye and went home to think of new animals to rip from their families and take hostage, the little psychopath. And they lived happily ever after... except for the animals, that got abducted that is.	
Learners	DE_SP_C2_29_18_13_IG	2016	58 / 60	96.7	C2 (upper advanced)	Female	29	Bremen	BA English Speaking Cultures: ESC, Linguistics	1st year undergraduate	German	German	German	German	10	18	Yes	USA	""	30	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Italian	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Ok so one day a little boy and his pet dog uh probably caught a frog and held him in a glass in his room and then over night the frog decided to flee from the boy's room and in the morning the boy and his dog discovered that the frog was gone and they went on a way and went into the woods to find the dog uh the frog not the dog uh and that turned into a great adventure and they were climbing trees and discovering beehives and all those things when unfortunately the young boy climbed a rock and held onto a xxx branches but which turned out to be uh a deer's antlers and the deer rather not amused about the handles so roughly chased the little boy and his dog down a cliff they fell into a puddle or a or a swamp like thing which they barely got out of climbing a tree stump behind which behold they found the frog who turned out to be a dad frog with several little froglings and his wife and uh the boy and his dog went on their way home waving good-by to the frog family.	
Learners	DE_SP_C2_29_18_13_MS	2016	58 / 60	96.7	C2 (upper advanced)	Female	29	Bremen	BA English Speaking Cultures: Communications&Media, ESC	1st year undergraduate	German	German	German	German	10	18	Yes	Great Britain	""	34	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Ok so the story is about a little boy who found a frog / and is also very close to his pet dog uh he keeps the frog in a jar and uh has a final look at him and then goes to sleep / but during the night the frog es= escapes the jar so when the little boy and the dog wake up he's gone / uh they go out into the woods to look for the frog and they look into / tree trunks and they climb upon hills and they they shout out the name and but they can't find him anywhere / uh then finally the little boy is climbing / on top of a hill and uh gets pushed into a lake by a / deer uh he falls in but manages to climb out and when he does climb out uh the little boy and the dog finally discover that the frog uh has escaped and found his way back to his family and is very pleased with himself so the little boy / waves good-by to them and uh the boy and the dog make their way back home.	
Learners	DE_WR_C2_29_18_13_IG	2016	58 / 60	96.7	C2 (upper advanced)	Female	29	Bremen	BA English Speaking Cultures: ESC, Linguistics	1st year undergraduate	German	German	German	German	10	18	Yes	USA	""	30	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Italian	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	13	13. Frog	written_online	""	Inside classroom	""	A boy and his pet dog had caught a frog and took him home to keep in a glass jar. However, while both boy and dog where fast asleep the frog escaped his glass prison and fled much to the boy's dismay who finds the jar empty upon waking in the morning. <br/>  Boy and dog set out into the woods in search of the little frog. They search high and low, climbing trees and braving the dangers of wild swarms of bees but they are unable to find the frog. <br/>  In order to get a better vantage point, the boy makes his way up a high boulder, holding onto branches for balance. But alas, the branches turn out to be the antlers of a strong deer that is not at all amused to be handled so roughly and quickly charges, chasing both the boy and his dog across a small cliff into a pond. <br/>  Soaking wet they make it out of there, climbing onto a hollow tree trunk to get out of the water. As if fate struck them, they find the frog behind the trunk ... the frog who isn't alone. He is with his family, his parents and siblings. At the sight of the boy, he leaps up though, returning to his new friends and waving the family goodbye with the promise of returning as often as possible, the trio of boy, dog and frog make their way home.	
Learners	DE_WR_C2_29_18_13_MS	2016	58 / 60	96.7	C2 (upper advanced)	Female	29	Bremen	BA English Speaking Cultures: Communications&Media, ESC	1st year undergraduate	German	German	German	German	10	18	Yes	Great Britain	""	34	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	Spanish	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	13	13. Frog	written_online	""	Inside classroom	""	The story is about a little boy and his pet dog. Let's call them Tim and Rex. Tim and Rex have found a frog in the woods and they keep it in a jar. Before going to bed, they take a last look at it, say goodnight and fall asleep. When they wake up the next morning, they find the jar empty. The frog has ecaped. Tim is worried and looks at Rex, who doesn't know where the frog has gone either. They get up and go outside to look for him. <br/>  They go deep into the woods, looking everywhere for the frog. They look inside tree trunks and up on hills but the frog is nowhere to be found. Tim calls for him as well, but unsurprisingly, does not get an answer. When standing on a hill, Tim and Rex get pushed inside a lake by a deer. They crawl on solid gound and lay on a tree trunk to rest. And who do they discover? Their frog friend alongside what seems to be his family. Tim realises that he should not have taken the frog away in the first place, since he does not belong in the house of a human being and has his own home. Rex and Tim take one last look at the family, they wave goodbye and go back home. Glad to have made a good friend who is safe and sound in his natural environment.	
Learners	DE_SP_C2_22_13_13_SW	2016	59 / 60	98.3	C2 (upper advanced)	Female	22	Bremen	BA English Speaking Cultures: ESC, Cultural Studies	1st year undergraduate	German	German	German	German	8	13	Yes	USA	""	13	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, French	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	Uh one day a boy was sitting in his room and looking at the frog that he caught was sitting in the glass together with his dog / uh at night when the boy is sleeping the frog leaves its glass and when the boy wakes up he is sad to see that the frog is gone so he takes his dog on a walk and goes looking for the frog he climbs on trees and on rocks but can't find him then there is a deer who pushes him and his dog off a cliff so they fall into the water and uh when they get out of the water they find the frog and see that he has a family uh and is looking uh xxx.	
Learners	DE_WR_C2_22_13_13_SW	2016	59 / 60	98.3	C2 (upper advanced)	Female	22	Bremen	BA English Speaking Cultures: ESC, Cultural Studies	1st year undergraduate	German	German	German	German	8	13	Yes	USA	""	13	""	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	C1 (lower advanced)	5 / 6	Spanish, French	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day there was a little boy sitting in his room with his dog. Together they are looking at a frog that is sitting in a glass jar.While the boy sleeps at night the frog escapes from its glass jar and when the boy wakes up in the morning, he sees that the frog is gone. Together with his dog he goes looking for the frog. They walk through the woods and climb on rocks, but the frog is nowhere to be found.At one point they get to a cliff and suddenly a deer appears and pushes both the little boy and the dog off of that cliff.They fall into the water and swim back to the land where they sit down on a fallen tree.And next to this tree they find the lost frog who appears to have found his family.	
Learners	DE_SP_C2_24_9_13_JA	2016	59 / 60	98.3	C2 (upper advanced)	Female	24	Bremen	BA English Speaking Cultures: Media&Communications, ESC	1st year undergraduate	German	German	German	German	11	9	Yes	Canada	""	11	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish, French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	One day there was a little boy and he was uh looking / at a frog that xxx he captured in a jar / he is with his little buddy uh the dog xxx's name / so it's the middle of the night and unfortunately they forgot to put the lid back on the jar / so the the frog of course tried to escape and uh he's managed to do so / so in the morning the boy wakes up and he is coddling with his dog and then they notice that the jar is empty / so they find themselves as on a quest to find uh the frog they go into the forest the boy climbs trees the little dog is helping him / and one time he's climbing on a little stone and is leaning on something that looks like to him looks like just parts of a tree but in fact it's the antlers of a deer / so he is leaning on the antlers and the deer picks him up runs uh towards a cliff / and throws him and the little dog in in- into a lake / so they are struggling in the lake trying hhh not to drown and manage to rescue themselves on a / tree stump / uh so while they are on the stump they uh discover a little frog and his family on the side and one of th-= the little frogs happen to be his little buddy that he'd captured earlier so he grabs his little buddy and they go back home where he can put him back into his jar.	
Learners	DE_WR_C2_24_9_13_JA	2016	59 / 60	98.3	C2 (upper advanced)	Female	24	Bremen	BA English Speaking Cultures: Media&Communications, ESC	1st year undergraduate	German	German	German	German	11	9	Yes	Canada	""	11	""	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	4 / 6	Spanish, French	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	13	13. Frog	written_online	""	Inside classroom	""	One night there was a little boy who sat in his room with his puppy and looked at a little frog that he captured in a jar. He was so proud and happy to have a new animal friend besides his doggy. ,The boy was sleeping in his bed and didn't notice that the frog was escaping from his little glass prison.As soon as he woke up , he looked at the jar to check up on his little friend but to his surprise the jar was empty. Where was his froggy? Together with his dog he tried to figure out where he could have gone but all this thinking and not doing anything about it killed the boy. So he set off on the quest to find the little frog with his dog , because two eyes and a dog nose should be able to find the wild frog. They look all over the forest where he found the frog when he first caught it. He climbed trees and stones and yelled for his lost friend at the top of his lungs.While he was standing on a particularly big stone, he leaned over to hold onto what appeared to be branches from a tree but those branch suddenly began to move and picked him up. It was a deer with his giant antlers who carried him to a cliff and threw him off the edge. The poor boy fell into a river where he struggled not to drown. Luckily, he managed to pull him self onto a log that was close. He sat on the log for a while to rest when he spotted a frog family and imagine that -one of the bunch was his little lost froggy friend! The boy,his doggy and the frog are happy to be reunited and lived happily ever after.	
Learners	DE_SP_C2_41_8_13_NA	2016	60 / 60	100	C2 (upper advanced)	Female	41	Bremen	BA English Speaking Cultures: English, Communications&Media	1st year undergraduate	German	German	German	German	11	8	Yes	Great Britain	""	108	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	French, Arabic	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Spoken	13	13. Frog	spoken_offline_classroom	""	Inside classroom	""	A little boy of a stories uh looking at his pet frog which is put into a glass before going to bed at night / while he is asleep the frog climbs out of th= the uh jar and flees hhh makes a dash for freedom / next morning the little boy wakes up and he and his pet dog discovered that the frog has gone / so the little boy / uh gets dressed and walks out into the wild into the woods possibly uh looking and calling for the frog / he searches up a tree / no luck / uh he carries on looking for the frog and climbs on top of a boulder and hold on to what he believes uh the branches of a bush / however / it turns out that they are the antlers of the stag in fact and the stag is very little pleased with the boy holding on to him and throws him off / the little boy falls into a pond / but still no lock= luck in finding the frog / he carries on looking for it behind a tree trunk and there he discovers the frog family / m= mother frog and father frog and lots of little frogs uh at the end of the story he waves towards / several other small animals in the forest while holding the frog in his hand.	
Learners	DE_WR_C2_41_8_13_NA	2016	60 / 60	100	C2 (upper advanced)	Female	41	Bremen	BA English Speaking Cultures: English, Communications&Media	1st year undergraduate	German	German	German	German	11	8	Yes	Great Britain	""	108	""	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	C2 (upper advanced)	6 / 6	French, Arabic	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	Written	13	13. Frog	written_online	""	Inside classroom	""	One day the little boy was happily saying good night to the frog he had sitting in a glass jug at the foot of his bed. with his dog sniffing exitedly at the jug.While the boy was asleep the frog managed to escape. The boy was very upset when he woke up and found the frog had gone, got dressed and went out to look for him always accompanied by his loyal dog. <br/>  Out into the woods they went, looking high and low, with the boy climbing a tree and then a large rock where he steadied himself by holding onto the branches of a tree, or so he thought. Instead he had grabbed hold of the antlers of a great stag that now impatiently tossed him over a ledge and into a pond. <br/>  The little boy however, did not give up on his search and finally found his frog hidden behind the trunk of a fallen tree. The frog was not on his own though, it was sitting with his entire family of little frogs and Mrs Frog. <br/>  In the end the little boy left the father frog with his family and took one of the little froglets home, waving a happy good-bye to the rest of the frog family.	
Learners	ES_WR_A1_12_6_13_CAM	2012	""	0	A1 (lower beginner)	Female	12	San Juan de la Cruz	""	1ESO	Spanish	Spanish	Spanish	Spanish	6	6	No	""	""	0	""	B1 (lower intermediate)	B2 (upper intermediate)	B2 (upper intermediate)	B1 (lower intermediate)	3.5 / 6	French	""	""	""	""	Written	13	13. Frog	written_offline_classroom	""	""	""	One day, a little boy is looking at the frog. The boy has got a dog and the dog is looking at the frog. In the evening the boy go to bed and is sleeping. The frog escape when the boy is sleeping and leave the home. In the morning the boy get up and look at the frog, but the frog it isn't. The boy and the cat look for the frog in the forest. The boy shout for the frog but anyone answer: The cat is on the rock but the bee push the dog and it fall. The boy look for the frog in the trees and the rock. The boy find a deer behind the rock and the deer push the boy and the dog at the river. The boy fall in the trunk and behind the tree find the frog's family, The boy wave goodbye to the family and the frog is go to the house with the boy.	
Learners	ES_WR_A1_13_6_13_FPR	2012	""	0	A1 (lower beginner)	Female	13	IES Santísima Trinidad (Baeza)	""	1ESO	Spanish	Spanish	Spanish	Spanish	7	6	No	""	""	0	""	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	2 / 6	French	""	""	""	""	Written	13	13. Frog	written_offline_classroom	""	""	""	One day,... the boy can buy a frog, the boy are very interesting in the frog, in the night the frog is escape and the boy are sleep, tomorrow is very worried to the frog, the boy can look for the frog in the forest, in the forest the boy no find the frog tomorrow the boy fall in the river push to deer in the river the boy find the frog and his family ant the boy decided leave a frog with she family.	
Learners	ES_WR_A1_15_Unknown_13_SPO	2012	""	0	A1 (lower beginner)	Male	15	IES San Juan de la Cruz (Úbeda)	""	3ESO	Spanish	Spanish	Spanish	Spanish	0	""	No	""	""	0	""	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	3.25 / 6	French	""	""	""	""	Written	13	13. Frog	written_offline_classroom	""	""	""	One day,... one boy found a frog in the river the forest. On the night, he look at the frog, and he's dog. The boy go to sleep, he hold the dog. The frog open the bottle and escape. When got up the boy saw at the bottle. He go look for the frog in the forest. he shout. The boy look for on the tree, at the dog find the bee. The boy go to the rock and shout, the boy fell the rock at the floor, go to the montain and deer push. at water. The boy go to the branch. The boy got up and found the frog on the lage, The boy wave goodbye at the fathe the frog.	
Learners	ES_WR_A1_16_10_13_SSM	2012	""	0	A1 (lower beginner)	Female	16	IES San Juan de la Cruz (Úbeda)	""	4ESO	Spanish	Spanish	Spanish	Spanish	6	10	No	""	""	0	""	A2 (upper beginner)	A1 (lower beginner)	""	""	3.75 / 6	French, Ancient Greek	""	""	""	""	Written	13	13. Frog	written_offline_classroom	""	""	""	One day,... very beautiful, I get up and look  one frog.  It was red whit one eyes very horrible. Of night the frog scape and I worried, look for, shout to the forest, look the bee I sat the rock, I hold the branch but don't branch, was deer, I drop because the branch push.	
Learners	ES_WR_A1_17_9_13_DGA	2012	""	0	A1 (lower beginner)	Male	17	IES San Juan de la Cruz (Úbeda)	""	4ESO	Spanish	Spanish	Spanish	Spanish	8	9	No	""	""	0	""	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	A2 (upper beginner)	2 / 6	""	""	""	""	""	Written	13	13. Frog	written_offline_classroom	""	""	""	One day,... Machupichu and his dog, they were in the bed with a frog. The frog escape and Machupichu look at window. Machupichu and the dog fueron a buscarlo al forest, but no lo found. THE FIN!	
Learners	ES_WR_A1_14_3_13_TMH	2012	1 / 120	0.8	A1 (lower beginner)	Male	14	IES Cartuja	""	2ESO	Spanish	Spanish	Spanish	Spanish	11	3	No	""	""	0	""	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	1 / 6	""	""	""	""	""	Written	13	13. Frog	written_offline_classroom	""	""	""	One day,  a boy was on the floor. He had a frog. The frog escape at night. The boy was worried. The boy was looking four, the boy shout in the forest. The boy looking foor the frog lookin. The boy was in one rock. The deer push a boy a dogs the river. The boy a the dogs was in trunk. The boy finding the frog. The frog was family the boy leaving the frog the boy a the doog and wave goodbye a family the frog.	
Learners	ES_WR_A1_13_3_13_ROS	2012	8 / 120	6.7	A1 (lower beginner)	Male	13	IES Cartuja	""	2ESO	Spanish	Spanish	Spanish	Spanish	10	3	No	""	""	0	""	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	A1 (lower beginner)	1 / 6	""	""	""	""	""	Written	13	13. Frog	written_offline_classroom	""	""	""	One day,  a boy and dog look at frog. The frog escape and the boy look for and look far. The boy worried look for the frog in the forest evety wear in the trunk... the boy was on the rock look for the frog. was deer, push a boy and water. the boy and dog left in the trunk	
Learners	ES_WR_A1_14_6_13_CMJ	2012	9 / 120	7.5	A1 (lower beginner)	Female	14	IES Hermenegildo Lanz	""	1ESO	Spanish	Spanish	Spanish	Spanish	8	6	No	""	""	0	""	A1 (lower beginner)	A2 (upper beginner)	A1 (lower beginner)	A1 (lower beginner)	1.25 / 6	French	""	""	""	""	Written	13	13. Frog	written_offline_classroom	""	""	""	The boy look at vase in the frong, the boy is sleep in night. <br/> a frog escape next day the boy is look frong, the boy shout in the forest  <br/> the dog push bees	
Learners	ES_WR_A1_14_7_13_JLS	2012	9 / 120	7.5	A1 (lower beginner)	Male	14	IES Hermenegildo Lanz	""	2ESO	Spanish	Spanish	Spanish	Spanish	7	7	No	""	""	0	""	B1 (lower intermediate)	B1 (lower intermediate)	B1 (lower intermediate)	B2 (upper intermediate)	3.25 / 6	""	""	""	""	""	Written	13	13. Frog	written_offline_classroom	""	""	""	Dog, frog and boy were the house. The frog were the vase. In the night, the boy go to bed and the frog scape the room. The frog scape in the river. The boy and the dog shout in the forest. Next, find of the deer, the push, finaly fall on the water. Next find the frog on your family.	
